DATE_STRIN,LATITUDE,LONGITUDE,PENUMBRAL,PARTIAL ECLIPSE,DURATION
0972/9/25,4N,87E,307.1,187.3,-
0973/3/21,2S,111E,357.8,224.1,91.5
0973/9/15,1S,107W,339.7,215.8,87.9
0974/3/11,3N,13W,269.7,85.9,-
0974/9/4,6S,162E,282.8,-,-
0975/1/30,15N,87W,236.4,-,-
0975/7/25,18S,29E,256.4,-,-
0976/1/19,19N,47E,320.4,199.5,57.7
0976/7/14,21S,47W,339.9,212,70.9
0977/1/8,22N,105W,347.5,213.3,71.4
0977/7/3,23S,128E,312.5,195.1,42.6
0977/12/28,24N,146W,283,-,-
0978/5/25,20S,25W,158.5,-,-
0978/6/23,25S,124W,210.8,-,-
0978/11/17,19N,136E,205.9,-,-
0979/5/14,19S,113E,307.8,171.7,-
0979/11/6,17N,32E,318,183.1,-
0980/5/3,17S,12W,360.9,228.8,100.7
0980/10/26,15N,171W,320.3,209.5,93.6
0981/4/22,15S,36W,309,100.9,-
0981/10/16,12N,51W,271.6,124.1,-
0982/3/12,2N,160E,224.8,-,-
0982/9/6,6S,71W,231.8,-,-
0983/3/2,6N,7E,317.3,195.2,37.6
0983/8/26,9S,135W,355.3,206.4,-
0984/2/19,9N,137E,313.9,203.4,81.3
0984/8/14,13S,137W,368.4,226.3,84.7
0985/2/8,12N,100W,255.1,67.1,-
0985/8/3,15S,172E,272.5,19.5,-
0985/12/30,24N,49W,249,-,-
0986/6/24,24S,127E,265.8,114,-
0986/12/19,24N,64W,360.4,203.9,-
0987/6/14,24S,132W,316.7,210.4,96.2
0987/12/8,23N,56W,368.4,227.6,93.9
0988/6/3,22S,8W,302.9,170.3,-
0988/11/26,21N,133W,289,112.5,-
0989/4/23,16S,41E,200.9,-,-
0989/5/23,20S,158W,128.7,-,-
0989/10/17,13N,161W,207.1,-,-
0989/11/15,19N,45E,95.6,-,-
0990/4/12,11S,32E,347.8,189,-
0990/10/7,8N,39W,306.1,184.2,-
0991/4/2,7S,1E,357.6,226,97.4
0991/9/26,3N,134E,342.6,218,92
0992/3/21,2S,132W,275.3,106.2,-
0992/9/14,2S,51E,292.6,58.4,-
0993/2/9,12N,144E,232.8,-,-
0993/3/11,3N,7E,26.5,-,-
0993/8/5,15S,73W,237.6,-,-
0994/1/30,16N,81W,320.4,198.7,53.2
0994/7/25,18S,154W,334.7,205.1,49
0995/1/19,19N,131E,349,214.6,73.7
0995/7/14,21S,16E,315.7,201,66
0996/1/8,22N,94E,284.9,-,-
0996/6/4,22S,137W,128.2,-,-
0996/7/3,24S,124E,226.4,-,-
0996/11/27,21N,13E,204,-,-
0997/5/25,21S,5E,301,157,-
0997/11/17,20N,97W,316.5,181.8,-
0998/5/14,20S,113W,363.1,231.1,104.7
0998/11/6,18N,59E,320.2,209.5,94.2
0999/5/3,18S,136W,320.6,132.9,-
0999/10/27,15N,180W,274.4,128.6,-
1000/3/22,2S,46E,211,-,-
1000/4/21,15S,157W,77.8,-,-
1000/9/16,1S,174E,220.8,-,-
1000/10/16,12N,22W,47.1,-,-
1001/3/12,2N,115W,313.6,191.1,-
1001/9/5,5S,118E,351.9,198.6,-
1002/3/1,5N,11E,314.6,205.1,85.4
1002/8/25,9S,119E,370.4,229.7,94
1003/2/19,8N,133E,259.2,79.9,-
1003/8/14,12S,64E,283.3,83.4,-
1004/1/10,22N,171W,247.1,-,-
1004/7/4,23S,16E,254.6,86.5,-
1004/12/29,23N,177E,360,202.9,-
1005/6/24,24S,117E,315.5,208.1,90.6
1005/12/18,23N,178W,367.6,227.4,94.5
1006/6/14,23S,116W,310.9,182.4,-
1006/12/7,22N,99E,288.6,114.4,-
1007/5/5,19S,60W,170.8,-,-
1007/6/3,22S,101E,167,-,-
1007/10/28,16N,69E,203.7,-,-
1007/11/27,21N,87W,99.9,-,-
1008/4/23,15S,69W,339.7,175.1,-
1008/10/17,12N,166W,305.5,181.5,-
1009/4/12,11S,107W,357.1,227.4,101.7
1009/10/6,7N,14E,345.1,219.7,94.7
1010/4/1,6S,111E,281.2,124.2,-
1010/9/26,2N,61W,300.6,85.2,-
1011/2/20,8N,17E,227.8,-,-
1011/3/22,1S,115W,76.6,-,-
1011/8/16,11S,177W,218.1,-,-
1012/2/10,12N,152E,320.2,197.5,46.5
1012/8/4,15S,97E,329.1,197.2,-
1013/1/30,16N,9E,350.7,216.2,76.7
1013/7/25,19S,96W,318,205.5,79.5
1014/1/19,20N,24W,287.5,-,-
1014/6/15,22S,112E,84.9,-,-
1014/7/14,22S,11E,239.7,39.3,-
1014/12/9,22N,110W,202.6,-,-
1015/6/5,22S,101W,292.7,138.1,-
1015/11/28,22N,135E,315.1,180.8,-
1016/5/24,22S,146E,364.4,231.8,105.2
1016/11/17,21N,73W,320,209.5,94.6
1017/5/13,20S,126E,331.5,158.2,-
1017/11/6,19N,50E,276.4,131.3,-
1018/4/3,6S,65W,193.6,-,-
1018/5/2,18S,100E,133.4,-,-
1018/9/27,3N,57E,210.8,-,-
1018/10/27,16N,147W,65.2,-,-
1019/3/23,3S,125E,309.2,185.8,-
1019/9/16,1S,9E,348.7,190.8,-
1020/3/12,1N,113W,315.4,206.8,89.5
1020/9/4,5S,12E,371.6,231.8,99.7
1021/3/1,4N,9E,264,93.1,-
1021/8/25,8S,47W,292.1,111.9,-
1022/1/20,20N,67E,244.3,-,-
1022/7/16,22S,96W,242.8,42.2,-
1022/8/14,11S,143E,25.6,-,-
1023/1/9,22N,58E,359.1,201.6,-
1023/7/6,23S,5E,313.7,204.6,82
1023/12/29,23N,60E,366.6,227.3,95.1
1024/6/24,23S,137E,318.1,192.6,-
1024/12/18,23N,28W,288.1,116,-
1025/5/15,21S,160W,128.8,-,-
1025/6/14,22S,1E,197.7,-,-
1025/11/8,19N,61W,201.3,-,-
1025/12/7,22N,141E,102.9,-,-
1026/5/4,18S,169W,330.1,157.1,-
1026/10/28,16N,65E,305.2,179.5,-
1027/4/23,14S,146E,356,227.9,103.9
1027/10/18,11N,108W,347.3,220.9,96.6
1028/4/12,10S,4W,287.3,140.4,-
1028/10/6,7N,176W,307.1,101.7,-
1029/3/3,4N,109W,221.3,-,-
1029/4/1,5S,124E,108.2,-,-
1029/8/26,7S,76E,198.4,-,-
1030/2/20,8N,27E,319.5,195.4,33.7
1030/8/16,12S,14W,323.4,189,-
1031/2/10,13N,112W,352.6,218.2,80.6
1031/8/5,16S,150E,319.6,208.6,88
1032/1/30,17N,142W,290.9,-,-
1032/7/25,19S,103W,251.2,83.6,-
1032/12/19,22N,126E,201.5,-,-
1033/6/15,23S,154E,282.7,112.1,-
1033/12/8,23N,6E,313.9,180.3,-
1034/6/4,23S,48E,364.6,230.9,102.1
1034/11/28,22N,156E,319.7,209.4,94.8
1035/5/24,22S,29E,341.1,178,-
1035/11/18,21N,81W,277.9,133,-
1036/4/13,10S,176W,172.4,-,-
1036/5/13,21S,2W,171.1,-,-
1036/10/8,7N,62W,201.5,-,-
1036/11/6,19N,87E,75.4,-,-
1037/4/2,7S,7E,304.1,179.1,-
1037/9/27,3N,103W,345.6,183.2,-
1038/3/23,3S,125E,316.2,208.6,93.3
1038/9/16,1S,98W,372.2,232.9,102.8
1039/3/13,0N,114W,269.8,107.2,-
1039/9/5,4S,160W,298.9,130.6,-
1040/2/1,17N,53W,239.7,-,-
1040/7/26,19S,150E,230.3,-,-
1040/8/24,8S,26E,91.2,-,-
1041/1/20,19N,60W,357.8,199.5,-
1041/7/16,21S,107W,311.4,200.1,69.4
1042/1/9,21N,61W,365.6,227.3,95.9
1042/7/5,22S,30E,324.4,201,48.5
1042/12/29,22N,156W,287.7,118.1,-
1043/5/26,23S,102E,51.4,-,-
1043/6/25,22S,99W,223.6,-,-
1043/11/19,22N,167E,199.9,-,-
1043/12/18,22N,10E,104.9,-,-
1044/5/14,21S,93E,318.4,132.7,-
1044/11/8,19N,64W,305.3,178.1,-
1045/5/3,17S,40E,354.2,227.3,103.8
1045/10/28,15N,128E,349.2,221.9,97.7
1046/4/23,14S,118W,293.3,154.8,-
1046/10/17,11N,68E,312.2,112.7,-
1047/3/14,1S,127E,213.2,-,-
1047/4/13,9S,5E,133.6,-,-
1047/9/7,3S,32W,178.5,-,-
1047/10/6,6N,76E,67.2,-,-
1048/3/3,4N,96W,318.3,192.6,-
1048/8/26,8S,127W,317.7,180.5,-
1049/2/20,9N,129E,354.7,220.5,85.3
1049/8/15,12S,33E,320.6,210.5,93.5
1050/2/9,13N,103E,295.3,8.9,-
1050/8/5,16S,142E,261,108.2,-
1050/12/31,21N,3E,199.5,-,-
1051/6/26,22S,48E,271.3,73.7,-
1051/12/20,23N,123W,312.7,179.9,-
1052/6/15,23S,50W,363.7,228.1,94.6
1052/12/8,24N,24E,319.5,209.3,94.9
1053/6/4,24S,66W,349.5,194.3,-
1053/11/28,23N,148E,279,133.9,-
1054/4/24,14S,75E,144.7,-,-
1054/5/24,23S,103W,201.2,-,-
1054/10/19,11N,178E,194,-,-
1054/11/18,22N,39W,79.7,-,-
1055/4/14,11S,110W,298.1,170.7,-
1055/10/8,8N,144E,342.8,176,-
1056/4/3,8S,4E,317,210,96.5
1056/9/26,4N,150E,372.2,233.2,104.3
1057/3/23,4S,126E,276.2,121.5,-
1057/9/15,0N,84E,304.1,143.8,-
1058/2/11,13N,172W,233.3,-,-
1058/8/6,16S,35E,217.5,-,-
1058/9/5,4S,93W,121.8,-,-
1059/1/31,16N,177W,355.8,196.7,-
1059/7/27,18S,139E,308.5,194.7,50.9
1060/1/20,19N,178E,364.5,227.3,97
1060/7/16,20S,78W,330,207.8,70.2
1061/1/8,20N,77E,287.5,120.7,-
1061/7/5,21S,161E,245.7,-,-
1061/11/29,24N,35E,198.9,-,-
1061/12/29,21N,122W,107.8,-,-
1062/5/26,23S,4W,304.9,98.4,-
1062/11/19,21N,166E,305.6,177.2,-
1063/5/15,20S,64W,351.6,225.5,100.9
1063/11/8,18N,4E,351.1,222.8,98.5
1064/5/3,17S,130E,298.9,167.5,-
1064/10/28,14N,49W,316.2,120.3,-
1065/3/25,5S,5E,202.5,-,-
1065/4/23,13S,111W,156.7,-,-
1065/9/17,1N,144W,159.7,-,-
1065/10/17,10N,39W,97.5,-,-
1066/3/14,0S,143E,316.4,188.4,-
1066/9/6,4S,117E,312.3,172.2,-
1067/3/3,5N,12E,356.9,223,90.5
1067/8/27,8S,85W,321.1,211.7,96.7
1068/2/21,10N,11W,300.5,57.8,-
1068/8/15,13S,25E,269.4,125.9,-
1069/1/10,20N,121W,197.3,-,-
1069/7/7,21S,57W,258.1,-,-
1069/12/30,22N,107E,311.4,179.3,-
1070/6/26,23S,148W,361.7,223.4,81.4
1070/12/20,24N,109W,319.2,209.3,95
1071/6/15,24S,162W,356.5,207.1,-
1071/12/9,24N,17E,279.9,134.4,-
1072/5/5,17S,32W,107.8,-,-
1072/6/3,24S,156E,225.7,-,-
1072/10/29,15N,57E,187.6,-,-
1072/11/28,24N,166W,81.8,-,-
1073/4/24,14S,135E,291.2,160.2,-
1073/10/18,12N,29E,340.4,169.7,-
1074/4/14,11S,114W,317.5,211.1,98.6
1074/10/7,8N,36E,371.9,233.1,104.7
1075/4/3,8S,8E,283.3,135.6,-
1075/9/27,4N,35W,307.9,153.2,-
1076/2/22,9N,72E,224.3,-,-
1076/8/17,13S,83W,204.4,-,-
1076/9/15,1N,145E,142.5,-,-
1077/2/10,13N,68E,353.1,192.7,-
1077/8/6,15S,24E,305.4,188.4,9.6
1078/1/30,16N,58E,363.4,227.6,98.5
1078/7/27,18S,173E,334.7,213.2,83.3
1079/1/20,18N,50W,287.7,124.4,-
1079/7/16,20S,61E,264.9,-,-
1079/12/11,25N,97W,198.3,-,-
1080/1/9,20N,107E,111.1,-,-
1080/6/5,24S,100W,289.1,28.3,-
1080/11/29,23N,36E,306.2,176.7,-
1081/5/25,22S,167W,348.2,222.2,94.7
1081/11/19,21N,120W,352.7,223.5,99
1082/5/14,20S,19E,304.1,178.5,-
1082/11/8,18N,168W,319.3,125.6,-
1083/4/5,9S,115W,189.4,-,-
1083/5/4,16S,133E,176.9,-,-
1083/9/28,6N,102E,141.6,-,-
1083/10/28,14N,156W,116.2,-,-
1084/3/24,5S,24E,313.7,182.8,-
1084/9/17,1N,1W,307.3,164.2,-
1085/3/14,0N,102W,359.1,225.6,95.5
1085/9/6,4S,154E,321.2,212.1,98.3
1086/3/3,5N,123W,306.9,86.1,-
1086/8/27,9S,94W,276.3,138.8,-
1087/1/21,17N,117E,193.5,-,-
1087/7/18,19S,163W,243.4,-,-
1087/8/16,13S,44E,51.8,-,-
1088/1/11,20N,21W,309.9,178.4,-
1088/7/6,22S,114E,358.5,216.7,59.2
1088/12/30,23N,119E,319,209.3,95.2
1089/6/25,24S,103E,362.2,217.1,53.8
1089/12/20,24N,114W,280.7,134.7,-
1090/5/16,19S,139W,39.2,-,-
1090/6/14,25S,56E,246.3,-,-
1090/11/10,18N,66W,182.7,-,-
1090/12/9,25N,67E,82,-,-
1091/5/5,17S,22E,283.1,147,-
1091/10/30,15N,88W,338.6,164.5,-
1092/4/24,15S,129E,317.7,211.6,99.3
1092/10/18,12N,81W,371.4,232.6,104.6
1093/4/14,12S,108W,290.7,149.2,-
1093/10/7,9N,155W,310.6,160,-
1094/3/5,5N,42W,212.2,-,-
1094/4/3,9S,97E,60.1,-,-
1094/8/28,9S,158E,191.5,-,-
1094/9/26,5N,22E,157.4,-,-
1095/2/22,9N,45W,349.6,187.3,-
1095/8/18,12S,92W,302,181.5,-
1096/2/11,12N,61W,362.3,227.8,100.1
1096/8/6,15S,64E,338.6,217.2,91.9
1097/1/30,15N,176W,288.5,129.3,-
1097/7/27,17S,41W,281.3,-,-
1097/12/21,25N,131E,197.5,-,-
1098/1/20,17N,24W,116.3,-,-
1098/6/16,25S,163E,271.4,-,-
1098/12/11,24N,94W,306.8,176.3,-
1099/6/5,23S,90E,344,217.4,84.5
1099/11/30,23N,115E,354.2,224.1,99.4
1100/5/25,22S,91W,308.8,188,-
1100/11/18,20N,73E,321.6,129.2,-
1101/4/15,13S,127E,172.3,-,-
1101/5/14,19S,20E,195.7,-,-
1101/10/9,10N,14W,126,-,-
1101/11/7,17N,86E,127.7,-,-
1102/4/5,9S,92W,310,175,-
1102/9/28,5N,122W,302.9,157.3,-
1103/3/25,4S,146E,361.1,228.1,99.9
1103/9/17,0N,32E,321.1,212.1,98.9
1104/3/13,1N,127E,313.8,109.3,-
1104/9/6,5S,145E,282.3,148.9,-
1105/2/1,14N,5W,188.2,-,-
1105/3/2,6N,122E,56.3,-,-
1105/7/28,16S,91E,226.8,-,-
1105/8/27,9S,71W,98.6,-,-
1106/1/21,18N,150W,308.1,177.1,-
1106/7/17,20S,16E,354.3,208.1,-
1107/1/11,21N,12W,318.8,209.4,95.5
1107/7/6,22S,7E,366.4,224.5,78.9
1107/12/31,23N,115E,281.6,135.3,-
1108/6/25,24S,45W,263.7,-,-
1108/11/20,20N,172E,178.9,-,-
1108/12/20,25N,59W,81.9,-,-
1109/5/16,20S,90W,274,130.5,-
1109/11/9,18N,155E,337.2,160.2,-
1110/5/5,18S,14E,317.5,211.2,98.3
1110/10/29,16N,161E,370.6,232.1,104.2
1111/4/25,16S,138E,298.2,162,-
1111/10/18,13N,82E,312.4,165,-
1112/3/15,1N,154W,195.9,-,-
1112/4/14,13S,12W,110.7,-,-
1112/9/7,5S,37E,179,-,-
1112/10/7,9N,104W,168.2,-,-
1113/3/4,4N,157W,344.9,179.7,-
1113/8/28,8S,150E,298.6,174.2,-
1114/2/21,8N,178W,361.1,228.1,101.7
1114/8/18,11S,48W,341.9,220.1,97.3
1115/2/10,11N,59E,289.9,135.4,-
1115/8/7,14S,143W,295.4,81.4,-
1116/1/2,24N,1W,196.6,-,-
1116/1/31,14N,154W,122.5,-,-
1116/6/26,24S,67E,250.9,-,-
1116/12/21,24N,136E,307.5,176.2,-
1117/6/16,24S,14W,338.8,211.1,68.5
1117/12/11,23N,10W,355.7,224.7,99.7
1118/6/5,23S,159E,312.7,195.7,45.5
1118/11/30,22N,47W,323.3,131.6,-
1119/4/26,17S,11E,151.2,-,-
1119/5/26,21S,93W,212.3,-,-
1119/10/20,14N,133W,112,-,-
1119/11/19,20N,33W,136.2,-,-
1120/4/15,13S,154E,305.2,165,-
1120/10/8,9N,116E,299.1,151.3,-
1121/4/4,8S,37E,363,230.1,103.3
1121/9/28,4N,93W,320.8,211.9,98.9
1122/3/24,3S,20E,321.4,130.7,-
1122/9/17,0S,22E,287.1,156.5,-
1123/2/12,10N,126W,180.2,-,-
1123/3/13,2N,10E,101.1,-,-
1123/8/9,13S,17W,209,-,-
1123/9/7,5S,172E,125.7,-,-
1124/2/1,15N,83E,305.8,175.1,-
1124/7/28,17S,84W,349.2,197.5,-
1125/1/21,18N,143W,318.6,209.6,96
1125/7/17,20S,91W,369.3,229.5,93
1126/1/11,22N,15W,282.7,136.5,-
1126/7/6,23S,148W,278.1,64.4,-
1126/12/1,22N,48E,176.5,-,-
1126/12/31,24N,175E,81.3,-,-
1127/5/27,21S,158E,263.6,108.9,-
1127/11/20,21N,36E,336.1,156.9,-
1128/5/16,20S,99W,316.7,209.9,95
1128/11/8,19N,41E,369.8,231.5,103.7
1129/5/5,19S,27E,305.7,174.1,-
1129/10/29,16N,42W,313.4,168.2,-
1130/3/26,4S,96E,174.6,-,-
1130/4/25,16S,119W,146.8,-,-
1130/9/19,0S,86W,167.1,-,-
1130/10/18,13N,129E,176.3,-,-
1131/3/15,0N,94E,339.2,170.1,-
1131/9/8,4S,30E,295.3,166.8,-
1132/3/3,4N,66E,359.8,228.2,103
1132/8/28,7S,160W,344.6,222.1,100.6
1133/2/21,7N,65W,291.8,142.5,-
1133/8/17,11S,112E,307.3,113.7,-
1134/1/12,22N,132W,194.6,-,-
1134/2/10,11N,78E,131.4,-,-
1134/7/8,23S,31W,228.3,-,-
1135/1/2,23N,6E,308,175.7,-
1135/6/27,24S,117W,332.9,203.3,41.4
1135/12/22,23N,135W,357,225.3,100
1136/6/15,23S,49E,315.8,201.9,68.6
1136/12/10,23N,167W,324.6,133.5,-
1137/5/7,20S,103W,121.9,-,-
1137/6/5,22S,155E,227.7,-,-
1137/10/30,17N,107E,102.1,-,-
1137/11/29,21N,154W,141.3,-,-
1138/4/26,16S,43E,299,151.6,-
1138/10/20,13N,9W,296,146.5,-
1139/4/16,12S,69W,364.3,231.3,105
1139/10/9,9N,140E,320.5,211.4,98.5
1140/4/4,8S,86W,329.2,150,-
1140/9/28,4N,102W,291.2,162.4,-
1141/2/22,6N,115E,170,-,-
1141/3/24,3S,101W,134.1,-,-
1141/8/19,10S,126W,189.5,-,-
1141/9/17,1S,54E,145.1,-,-
1142/2/12,11N,44W,303,172.3,-
1142/8/8,14S,175E,343.5,185.2,-
1143/2/1,15N,87E,318.5,209.9,96.7
1143/7/28,18S,170E,370.9,232.6,101
1144/1/22,19N,145W,284.2,138.5,-
1144/7/16,21S,109E,290,107.6,-
1144/12/12,22N,75W,174,-,-
1145/1/10,22N,50E,83.9,-,-
1145/6/6,22S,47E,251.9,78.8,-
1145/12/1,22N,83W,335.2,154.3,-
1146/5/27,22S,148E,315.2,207.4,89.1
1146/11/20,21N,79W,368.9,230.9,103.2
1147/5/17,21S,83W,312.8,184.9,-
1147/11/9,19N,168W,313.8,170.4,-
1148/4/6,8S,10W,144.5,-,-
1148/5/5,19S,137E,177.8,-,-
1148/9/29,4N,149E,156.4,-,-
1148/10/28,17N,0E,181.8,-,-
1149/3/26,4S,14W,331.9,156.9,-
1149/9/19,0N,92W,292.4,159.6,-
1150/3/15,0S,48W,358.2,228.1,103.8
1150/9/8,3S,85E,346.9,223.3,102.1
1151/3/4,3N,172E,294.3,150.2,-
1151/8/28,7S,6E,317.5,135.7,-
1152/1/23,19N,97E,191.8,-,-
1152/2/22,7N,50W,141.2,-,-
1152/7/18,21S,130W,202.6,-,-
1152/8/17,10S,2E,79.1,-,-
1153/1/12,21N,123W,308.3,175,-
1153/7/7,22S,138E,326.2,194,-
1154/1/1,22N,101E,358.3,226,100.4
1154/6/27,23S,61W,318.1,206.5,82.2
1154/12/21,23N,74E,325.9,135.6,-
1155/5/18,22S,144E,79,-,-
1155/6/16,23S,43E,241.2,48.9,-
1155/11/11,21N,14W,94.5,-,-
1155/12/10,22N,86E,145.5,-,-
1156/5/7,19S,66W,291.3,133.6,-
1156/10/30,17N,135W,293.6,142.9,-
1157/4/26,16S,174W,365.1,231.6,104.4
1157/10/19,13N,12E,320.1,211,97.9
1158/4/15,11S,171E,337.1,167.7,-
1158/10/9,8N,132E,294.5,166.8,-
1159/3/6,2N,3W,156,-,-
1159/4/4,7S,150E,162.5,-,-
1159/8/30,6S,123E,168.6,-,-
1159/9/29,3N,66W,159.5,-,-
1160/2/23,7N,169W,299.6,168.3,-
1160/8/18,10S,72E,337.2,171.4,-
1161/2/12,11N,42W,318.5,210.2,97.4
1161/8/7,15S,69E,371.6,234.1,104.9
1162/2/1,16N,87E,286.2,141.6,-
1162/7/28,18S,3E,299.7,134,-
1162/12/23,22N,163E,171.4,-,-
1163/1/22,20N,75W,88.8,-,-
1163/6/18,22S,63W,238.8,10.6,-
1163/7/17,22S,173W,80.1,-,-
1163/12/12,23N,158E,334.5,152.4,-
1164/6/6,23S,37E,313.1,203.7,79.5
1164/11/30,23N,159E,367.8,230.3,102.8
1165/5/27,23S,169E,319.5,194.5,-
1165/11/19,22N,65E,313.6,171.7,-
1166/4/17,11S,115W,99.5,-,-
1166/5/16,22S,35E,204.5,-,-
1166/10/10,8N,22E,147.1,-,-
1166/11/9,20N,130W,185.6,-,-
1167/4/6,8S,119W,323.3,139.8,-
1167/9/30,5N,145E,289.8,152.7,-
1168/3/25,5S,161W,356.3,227.4,103.4
1168/9/19,1N,32W,348.8,224,102.6
1169/3/14,1S,52E,297.4,158.8,-
1169/9/8,3S,102W,325.9,151.5,-
1170/2/3,16N,33W,187.3,-,-
1170/3/4,3N,175W,152.9,-,-
1170/7/29,18S,129E,174.1,-,-
1170/8/28,6S,103W,130.5,-,-
1171/1/23,18N,109E,308.1,173.5,-
1171/7/18,20S,31E,319,183.3,-
1172/1/13,20N,23W,359.6,226.7,101
1172/7/7,22S,171W,319.8,209.8,91.1
1173/1/1,22N,46W,327.1,138,-
1173/6/27,22S,68W,253.4,91.1,-
1173/11/21,23N,137W,90.5,-,-
1173/12/21,22N,35W,149.1,-,-
1174/5/18,22S,173W,281.8,108.3,-
1174/11/10,20N,97E,291.7,140.6,-
1175/5/7,19S,84E,364.9,230.4,100.9
1175/10/31,16N,117W,319.8,210.5,97.4
1176/4/25,15S,70E,344.6,183.3,-
1176/10/19,12N,5E,297.1,169.9,-
1177/3/16,2S,119W,137.5,-,-
1177/4/14,11S,43E,187.7,-,-
1177/9/9,1S,10E,146.4,-,-
1177/10/9,8N,173E,170.1,-,-
1178/3/5,3N,67E,295.6,163.2,-
1178/8/30,6S,33W,330.7,156.1,-
1179/2/23,7N,169W,318.5,210.6,98.1
1179/8/19,11S,34W,371.4,234.1,105.7
1180/2/13,12N,40W,288.8,145.8,-
1180/8/7,15S,104W,307.6,152.7,-
1181/1/2,21N,40E,167.9,-,-
1181/2/1,16N,162E,97.6,-,-
1181/6/28,22S,175W,224.6,-,-
1181/7/27,19S,75E,123.8,-,-
1181/12/22,23N,39E,333.5,150.3,-
1182/6/18,23S,74W,310.3,198.7,65.1
1182/12/11,23N,37E,366.7,229.8,102.5
1183/6/7,24S,62E,325.6,202.7,54.8
1183/12/1,23N,62W,313.1,172.4,-
1184/5/27,23S,66W,228.7,-,-
1184/10/21,12N,107W,139.7,-,-
1184/11/19,22N,99E,187.9,-,-
1185/4/16,12S,138E,312.4,115.3,-
1185/10/10,9N,19E,287.8,146.7,-
1186/4/5,9S,88E,354,226.1,101.6
1186/9/30,5N,150W,350.5,224.4,102.2
1187/3/26,5S,67W,300.7,167.3,-
1187/9/19,2N,148E,332.9,163.5,-
1188/2/14,12N,161W,181.4,-,-
1188/3/14,2S,61E,165.4,-,-
1188/8/8,15S,26E,140.5,-,-
1188/9/7,2S,151E,162.8,-,-
1189/2/3,15N,18W,307.5,171.3,-
1189/7/29,18S,77W,311.3,171.5,-
1190/1/23,18N,145W,360.8,227.6,101.7
1190/7/18,20S,76E,320.6,211.8,96.3
1191/1/12,20N,165W,328.6,141.3,-
1191/7/8,21S,180E,264.2,116.9,-
1191/12/2,24N,100E,88.2,-,-
1192/1/1,21N,156W,153.1,-,-
1192/5/28,23S,81E,270.3,68.6,-
1192/11/21,22N,32W,290.3,139.3,-
1193/5/18,21S,16W,363.8,227.6,93.2
1193/11/10,19N,112E,319.6,210.2,96.9
1194/5/7,18S,29W,351.5,196.8,-
1194/10/31,16N,124W,299.3,172.2,-
1195/3/27,7S,126E,111.9,-,-
1195/4/26,14S,63W,210.3,-,-
1195/9/21,3N,104W,122.9,-,-
1195/10/20,12N,50E,178,-,-
1196/3/16,2S,55W,290.7,156.2,-
1196/9/9,2S,140W,324.3,139.7,-
1197/3/5,3N,65E,318.4,210.9,98.7
1197/8/29,7S,140W,370.6,233.1,104.3
1198/2/23,8N,166W,292.1,151.3,-
1198/8/18,12S,145E,313.7,166.3,-
1199/1/14,19N,81W,163.3,-,-
1199/2/12,13N,41E,108.9,-,-
1199/7/9,20S,74E,208.7,-,-
1199/8/8,16S,39W,152.8,-,-
1200/1/3,21N,81W,332.4,148.2,-
1200/6/28,22S,175E,306.7,192.3,40.3
1200/12/22,23N,86W,365.5,229.3,102.2
1201/6/18,24S,44W,331,209.6,74.8
1201/12/11,24N,169E,312.4,172.9,-
1202/6/7,24S,166W,250.1,-,-
1202/11/1,15N,123E,133.3,-,-
1202/12/1,24N,32W,189.7,-,-
1203/4/27,15S,36E,299.8,78.8,-
1203/10/22,13N,107W,286.3,141.3,-
1204/4/16,12S,21W,351.1,223.8,97.6
1204/10/10,10N,91E,352,224.5,101.4
1205/4/5,9S,176E,304.2,175.8,-
1205/9/29,6N,36E,338.6,172.6,-
1206/2/24,8N,72E,172.7,-,-
1206/3/26,6S,61W,178.9,-,-
1206/8/20,12S,79W,100.6,-,-
1206/9/18,2N,41E,185.1,-,-
1207/2/14,11N,143W,306.3,167.9,-
1207/8/9,15S,173E,303.5,158.5,-
1208/2/3,14N,94E,362,228.4,102.6
1208/7/29,17S,37W,320.9,212.8,99
1209/1/22,17N,77E,330.5,146,-
1209/7/18,19S,67E,273.6,136,-
1209/12/13,25N,25W,87.7,-,-
1210/1/11,19N,83E,157.8,-,-
1210/6/9,24S,24W,256.5,-,-
1210/12/2,24N,161W,289.2,138.6,-
1211/5/29,23S,114W,361.5,222.9,79.8
1211/11/22,22N,19W,319.4,209.9,96.6
1212/5/17,20S,126W,357.6,208.5,-
1212/11/10,19N,106E,300.9,173.7,-
1213/4/6,11S,13E,72.2,-,-
1213/5/6,17S,167W,230.7,-,-
1213/10/1,7N,140E,97.4,-,-
1213/10/31,15N,74W,183.6,-,-
1214/3/27,6S,175W,285,147.4,-
1214/9/20,2N,111E,318.3,122.6,-
1215/3/17,1S,59W,318.3,211.1,98.7
1215/9/9,3S,111E,369.2,231.5,101.4
1216/3/5,4N,71E,296,157.7,-
1216/8/28,8S,33E,318.4,176.5,-
1217/1/24,16N,158E,155.7,-,-
1217/2/23,8N,79W,123.9,-,-
1217/7/20,18S,40W,191.7,-,-
1217/8/18,12S,155W,173.9,-,-
1218/1/13,19N,161E,330.6,145,-
1218/7/9,21S,64E,302.6,184.6,-
1219/1/2,22N,152E,364.1,228.7,101.9
1219/6/29,23S,150W,335.6,215.1,87.6
1219/12/22,24N,41E,311.6,173.3,-
1220/6/17,24S,96E,269.5,-,-
