DATE_STRIN,LATITUDE,LONGITUDE,PENUMBRAL,PARTIAL ECLIPSE,DURATION
2214/7/22,20S,137E,351.4,214.2,60.4
2215/1/16,20N,144E,285.2,115,-
2215/6/12,25S,137E,108.9,-,-
2215/7/11,21S,11E,235.8,-,-
2215/12/7,24N,48W,180.7,-,-
2216/6/1,23S,110W,281.6,153,-
2216/11/25,21N,37W,335.1,161.6,-
2217/5/22,20S,1E,326,215.2,100.4
2217/11/14,18N,84W,353.9,225.5,102.6
2218/5/11,17S,180E,300,137.2,-
2218/11/3,14N,118E,293,153.8,-
2219/4/1,5S,2W,203.5,-,-
2219/9/24,2N,16E,198.5,-,-
2219/10/24,10N,114W,149.2,-,-
2220/3/20,0S,4W,339.4,182.6,-
2220/9/13,3S,157E,316.6,188,-
2221/3/9,5N,93W,342.7,219.6,97.5
2221/9/2,8S,29E,356.6,223.5,89.7
2222/2/26,9N,76E,275.6,128,-
2222/8/23,12S,0E,289.4,-,-
2223/1/18,20N,1W,203.6,-,-
2223/2/16,14N,161W,106.1,-,-
2223/7/13,21S,179E,263.7,-,-
2224/1/7,22N,176W,324.5,182.7,-
2224/7/1,23S,22E,327,211.7,87.7
2224/12/26,23N,116E,371.5,230.9,100.5
2225/6/21,24S,143E,299.7,183.9,-
2225/12/15,24N,125E,326.2,136.2,-
2226/5/12,17S,10E,174.8,-,-
2226/6/11,24S,113W,190.6,-,-
2226/11/5,14N,41W,153.5,-,-
2226/12/4,24N,102E,141.8,-,-
2227/5/2,15S,141W,327.3,179,-
2227/10/25,11N,133E,295.1,165.4,-
2228/4/20,12S,177E,374,233.6,102.1
2228/10/14,8N,110W,318.5,210.8,98
2229/4/9,8S,177E,314.6,124.2,-
2229/10/3,5N,22E,286,137.4,-
2230/2/28,9N,61W,200.5,-,-
2230/3/29,5S,108E,91.9,-,-
2230/8/24,12S,81E,233.5,-,-
2231/2/17,13N,89E,301.3,180.3,-
2231/8/13,15S,67E,357.4,206.9,-
2232/2/7,15N,149W,321.5,210,94.1
2232/8/1,18S,36E,354.3,220.4,81.1
2233/1/26,18N,16E,286.6,116,-
2233/6/22,25S,27E,54.8,-,-
2233/7/22,19S,97W,250.9,-,-
2233/12/17,25N,166W,175.4,-,-
2234/6/12,24S,137E,273.8,138.4,-
2234/12/6,23N,155W,332.8,157.3,-
2235/6/2,22S,111W,326.7,215.5,100.1
2235/11/25,21N,154E,352.8,224.9,102.4
2236/5/21,20S,72E,309.1,154.2,-
2236/11/14,17N,8W,294.8,158.2,-
2237/4/11,9S,111W,184.3,-,-
2237/5/10,16S,5E,90.2,-,-
2237/10/5,6N,105W,186.9,-,-
2237/11/3,14N,120E,159.5,-,-
2238/3/31,5S,118W,334.3,175.6,-
2238/9/24,1N,42E,313.7,180.6,-
2239/3/20,0N,145E,341.5,219.8,99.1
2239/9/14,4S,78W,360.2,227,97
2240/3/9,5N,52W,277.4,133.8,-
2240/9/2,9S,101W,303.5,81.7,-
2241/1/28,17N,132W,202.1,-,-
2241/2/26,10N,69E,113.2,-,-
2241/7/23,19S,77E,245.9,-,-
2242/1/17,20N,58E,325.2,182.2,-
2242/7/13,22S,86W,322.9,206.7,76.2
2243/1/7,23N,5W,372.5,231.4,101
2243/7/2,23S,32E,304.3,191.8,43.2
2243/12/26,24N,7E,327.5,139.5,-
2244/5/23,19S,102W,150.3,-,-
2244/6/21,25S,136E,209,-,-
2244/11/15,17N,163W,144.8,-,-
2244/12/15,25N,21W,148.4,-,-
2245/5/12,18S,111E,321.6,166.7,-
2245/11/4,15N,8E,292,160.4,-
2246/5/1,15S,72E,374.9,235.2,105.2
2246/10/25,12N,126E,319.2,211.1,98.6
2247/4/20,12S,68E,320.9,142.4,-
2247/10/15,9N,98W,292.2,147.1,-
2248/3/10,5N,174E,193.9,-,-
2248/4/9,9S,9W,120.9,-,-
2248/9/4,8S,22W,212.4,-,-
2248/10/3,5N,121E,73.3,-,-
2249/2/28,9N,40W,299.5,178.2,-
2249/8/24,12S,32W,350.9,195.3,-
2250/2/17,12N,81E,322.2,210.7,95
2250/8/13,15S,66W,356,224.5,92.9
2251/2/7,15N,111W,288.4,118.1,-
2251/8/2,17S,155E,263.8,75.6,-
2251/12/28,25N,75E,171.1,-,-
2252/6/22,24S,25E,264.6,119.3,-
2252/12/16,24N,87E,331,154.3,-
2253/6/12,23S,138E,326.9,214.8,97.6
2253/12/5,22N,31E,351.6,224.2,102
2254/6/2,21S,34W,317.9,169.5,-
2254/11/25,20N,135W,296,161.3,-
2255/4/22,13S,143E,159.2,-,-
2255/5/22,19S,96W,138.7,-,-
2255/10/16,10N,132E,175.7,-,-
2255/11/15,17N,7W,167.2,-,-
2256/4/10,9S,130E,328.1,166.5,-
2256/10/5,5N,75W,310.9,173,-
2257/3/30,4S,24E,340.2,220,100.4
2257/9/24,1N,174E,363.1,229.3,101.4
2258/3/20,1N,178W,279.8,140.3,-
2258/9/13,4S,157E,315.1,116.3,-
2259/2/8,14N,98E,199.9,-,-
2259/3/10,6N,59W,121.8,-,-
2259/8/4,16S,27W,226.3,-,-
2259/9/2,9S,141E,30.2,-,-
2260/1/29,18N,68W,325.7,181.3,-
2260/7/23,19S,165E,318.1,200.5,59
2261/1/17,21N,125W,373.4,231.9,101.5
2261/7/13,22S,80W,308.2,198.1,66
2262/1/6,23N,112W,328.3,142.2,-
2262/6/3,21S,147E,116.3,-,-
2262/7/2,24S,26E,225.7,-,-
2262/11/26,20N,73E,138.1,-,-
2262/12/26,25N,144W,153.3,-,-
2263/5/23,20S,5E,314.2,150.2,-
2263/11/16,18N,119W,289.5,156.3,-
2264/5/12,18S,31W,375.2,235.8,106.2
2264/11/4,16N,0E,319.8,211.2,98.6
2265/5/1,16S,38W,327.4,159.3,-
2265/10/25,13N,141E,297.3,154.4,-
2266/3/21,1N,51E,185.4,-,-
2266/4/20,13S,123W,145.9,-,-
2266/9/15,4S,127W,189.3,-,-
2266/10/14,10N,8E,109.4,-,-
2267/3/11,4N,169W,297.4,175.5,-
2267/9/4,8S,133W,343.6,181.7,-
2268/2/29,8N,48W,322.9,211.4,96
2268/8/23,11S,170W,356.7,226.9,99.8
2269/2/17,11N,123E,290.7,121.5,-
2269/8/12,14S,46E,274.5,109.6,-
2270/1/8,23N,45W,167.1,-,-
2270/7/4,24S,87W,254.2,94,-
2270/12/28,24N,33W,329.3,151.7,-
2271/6/23,24S,29E,326.4,212.9,92.3
2271/12/17,23N,93W,350.4,223.5,101.7
2272/6/12,23S,138W,326.5,183.3,-
2272/12/5,22N,97E,296.7,163.3,-
2273/5/2,17S,39E,123.2,-,-
2273/6/1,21S,164E,175.7,-,-
2273/10/26,14N,8E,165.5,-,-
2273/11/25,19N,136W,172.7,-,-
2274/4/21,13S,20E,320.8,154.6,-
2274/10/16,10N,167E,308.3,165.5,-
2275/4/11,8S,94W,338.8,219.9,101.3
2275/10/5,5N,64E,365.3,230.8,103.7
2276/3/30,3S,57E,282.8,147.8,-
2276/9/23,0S,52E,324.7,138.9,-
2277/2/19,10N,32W,196.5,-,-
2277/3/20,1N,174E,132.7,-,-
2277/8/14,13S,132W,205.3,-,-
2277/9/12,5S,35E,109.1,-,-
2278/2/8,14N,166E,326,180.2,-
2278/8/3,17S,55E,312.7,193,27.1
2279/1/28,18N,114E,374.2,232.5,102.1
2279/7/24,20S,168E,311.4,203.1,79.9
2280/1/17,21N,128E,329,144.8,-
2280/6/13,22S,39E,57.3,-,-
2280/7/13,23S,84W,240.9,-,-
2280/12/7,21N,52W,133.7,-,-
2281/1/5,24N,92E,156.7,-,-
2281/6/3,22S,98W,305.1,127.9,-
2281/11/26,20N,113E,287.5,153,-
2282/5/23,21S,131W,374.6,235.1,104.4
2282/11/16,19N,127W,320.3,211.2,98.4
2283/5/12,19S,143W,333.7,174.4,-
2283/11/5,16N,19E,301.6,160.1,-
2284/4/1,4S,71W,174.2,-,-
2284/4/30,16S,124E,168.7,-,-
2284/9/25,0N,126E,164.2,-,-
2284/10/25,14N,107W,132.6,-,-
2285/3/21,0S,65E,294.6,171.7,-
2285/9/14,4S,124E,336.1,166.9,-
2286/3/11,4N,176W,323.7,212.3,97.2
2286/9/3,7S,83E,356.6,227.8,103.2
2287/3/1,7N,2W,293.6,126.4,-
2287/8/24,10S,66W,283.4,132.2,-
2288/1/19,22N,164W,162.8,-,-
2288/7/14,22S,162E,242.3,53.1,-
2288/8/12,13S,60E,78.4,-,-
2289/1/7,23N,153W,327.8,149.9,-
2289/7/4,23S,80W,325.1,209.6,83.3
2289/12/27,23N,141E,349.1,222.9,101.4
2290/6/23,23S,119E,334.4,195.3,-
2290/12/17,23N,32W,296.9,164.6,-
2291/5/14,20S,63W,60.6,-,-
2291/6/12,22S,66E,206.7,-,-
2291/11/7,18N,117W,156.4,-,-
2291/12/6,21N,94E,176.6,-,-
2292/5/2,16S,88W,312,139.2,-
2292/10/26,13N,47E,306,158.3,-
2293/4/21,12S,149E,337.2,219.5,101.4
2293/10/16,9N,48W,367.1,231.6,104.6
2294/4/11,8S,66W,286.1,155.5,-
2294/10/5,4N,54W,332.5,155.4,-
2295/3/2,6N,160W,191.7,-,-
2295/3/31,3S,49E,144.6,-,-
2295/8/25,9S,121E,182.5,-,-
2295/9/24,1S,74W,146.4,-,-
2296/2/19,11N,42E,325.6,178.2,-
2296/8/14,14S,57W,306.8,184.5,-
2297/2/8,15N,5W,374.9,233.1,102.8
2297/8/3,17S,55E,313.9,206.8,88.9
2298/1/27,19N,8E,329.8,148,-
2298/7/24,21S,166E,254.5,70,-
2298/12/18,22N,179W,131.1,-,-
2299/1/17,22N,32W,159.8,-,-
2299/6/14,22S,161E,293.7,94.6,-
2299/12/8,22N,16W,286,150.6,-
2300/6/3,22S,131E,373.1,232.8,99
2300/11/27,21N,105E,320.8,211.2,98.1
2301/5/23,21S,115E,339.6,187.8,-
2301/11/17,19N,105W,305.1,164.1,-
2302/4/13,8S,169E,160.1,-,-
2302/5/12,19S,12E,189.4,-,-
2302/10/7,4N,18E,136.1,-,-
2302/11/6,17N,137E,149.3,-,-
2303/4/3,4S,61W,291.2,166.8,-
2303/9/26,1N,19E,328.4,150.5,-
2304/3/22,1S,58E,324.6,213.1,98.4
2304/9/15,3S,25W,355.7,227.6,103.9
2305/3/12,3N,125W,297.2,132.7,-
2305/9/4,7S,179W,290.6,148.5,-
2306/1/30,19N,77E,157.2,-,-
2306/3/1,7N,160E,47.5,-,-
2306/7/26,20S,50E,229.2,-,-
2306/8/25,10S,55W,119.3,-,-
2307/1/19,21N,86E,326.1,148,-
2307/7/16,22S,172E,323,204.9,69.1
2308/1/8,22N,15E,347.8,222.3,101.1
2308/7/4,22S,17E,341.6,205.5,31.9
2308/12/28,23N,162W,296.9,165.6,-
2309/6/24,22S,31W,233.4,-,-
2309/11/18,21N,116E,148.7,-,-
2309/12/18,22N,36W,179.3,-,-
2310/5/14,19S,166E,301.8,118.7,-
2310/11/8,17N,73W,304.2,151.8,-
2311/5/3,16S,34E,335.3,218.5,100.3
2311/10/28,13N,161W,368.6,231.9,104.5
2312/4/22,12S,174E,290,163.8,-
2312/10/16,8N,163W,338.6,167.4,-
2313/3/13,2N,74E,184.8,-,-
2313/4/12,7S,74W,158,-,-
2313/9/5,5S,12E,158,-,-
2313/10/5,3N,176E,171.6,-,-
2314/3/3,7N,81W,324.8,175.3,-
2314/8/26,10S,170W,300.7,175.1,-
2315/2/20,11N,124W,375.4,233.6,103.6
2315/8/16,14S,58W,315.7,209.3,94.7
2316/2/9,16N,111W,330.5,151.4,-
2316/8/4,18S,56E,266.6,103.1,-
2316/12/29,22N,54E,129.7,-,-
2317/1/28,20N,157W,163,-,-
2317/6/25,22S,60E,280.2,23.7,-
2317/12/19,23N,146W,284.9,149,-
2318/6/14,23S,33E,370.4,228.8,88.9
2318/12/9,23N,24W,321.3,211.2,97.8
2319/6/3,23S,13E,344.8,199.2,-
2319/11/28,22N,130E,308,167.1,-
2320/4/23,11S,51E,141.4,-,-
2320/5/23,22S,97W,208.6,-,-
2320/10/18,8N,92W,104.8,-,-
2320/11/16,20N,19E,161.1,-,-
2321/4/13,8S,176E,287.1,160.3,-
2321/10/7,5N,89W,320.9,133.4,-
2322/4/3,5S,66W,325.4,213.9,99.4
2322/9/26,1N,136W,354.3,226.5,102.8
2323/3/23,1S,114E,301.6,140.6,-
2323/9/15,3S,66E,296.5,160.9,-
2324/2/11,16N,42W,149.9,-,-
2324/3/11,2N,43E,78,-,-
2324/8/6,18S,63W,214.5,-,-
2324/9/4,6S,171W,146.8,-,-
2325/1/30,18N,35W,324.2,145.8,-
2325/7/26,20S,64E,320.2,198.6,45
2326/1/19,20N,111W,346.4,221.7,100.9
2326/7/16,21S,84W,347.8,214,65.9
2327/1/8,22N,67E,296.7,166.3,-
2327/7/5,22S,127W,256.7,-,-
2327/11/30,23N,11W,142.6,-,-
2327/12/29,22N,168W,180.9,-,-
2328/5/24,22S,61E,289.9,89.5,-
2328/11/18,20N,165E,302.9,146.1,-
2329/5/14,19S,79W,332.9,216.8,97.6
2329/11/7,16N,85E,369.8,231.9,103.7
2330/5/3,15S,55E,293.9,171.8,-
2330/10/27,12N,86E,343.5,176.4,-
2331/3/25,3S,51W,175.5,-,-
2331/4/23,11S,165E,172.1,-,-
2331/9/17,1S,99W,131.1,-,-
2331/10/16,8N,63E,190.2,-,-
2332/3/13,2N,158E,323.2,170.9,-
2332/9/5,6S,75E,294.4,165,-
2333/3/2,7N,119E,375.9,234.3,104.5
2333/8/26,10S,173W,317,210.8,97.9
2334/2/19,12N,130E,331.6,155.8,-
2334/8/16,15S,55W,277.3,125.9,-
2335/1/10,21N,74W,128.9,-,-
2335/2/8,16N,78E,166.9,-,-
2335/7/7,22S,39W,263.8,-,-
2335/12/30,22N,83E,284,148,-
2336/6/25,23S,62W,366.4,222.5,71
2336/12/19,23N,155W,321.9,211.3,97.6
2337/6/14,24S,87W,349.2,208.8,34
2337/12/8,23N,5E,310.4,169.2,-
2338/5/5,15S,66W,116.8,-,-
2338/6/3,23S,154E,225.8,-,-
2338/10/29,12N,156E,65.4,-,-
2338/11/28,22N,99W,169.7,-,-
2339/4/24,12S,55E,282.1,151.9,-
2339/10/18,9N,162E,313.8,115.1,-
2340/4/13,9S,172E,326.1,214.5,99.9
2340/10/6,5N,111E,352.6,224.9,100.4
2341/4/3,6S,5W,306.6,149.6,-
2341/9/26,2N,51W,301.1,170.2,-
2342/2/21,12N,160W,139.6,-,-
2342/3/23,2S,73W,104.3,-,-
2342/8/17,15S,176W,198.2,-,-
2342/9/15,2S,71E,167.6,-,-
2343/2/10,15N,156W,321.7,142.8,-
2343/8/7,17S,45W,316.5,190.7,-
2344/1/30,18N,122E,345,221.1,100.6
2344/7/26,19S,175E,353.2,220.7,83.8
2345/1/19,20N,64W,296.6,167.1,-
2345/7/15,20S,137E,276.8,-,-
2345/12/10,24N,140W,137.4,-,-
2346/1/8,21N,61E,182.4,-,-
2346/6/5,23S,42W,276.2,34.4,-
2346/11/29,22N,41E,302.1,141.3,-
2347/5/25,21S,170E,330,214.2,92.6
2347/11/19,19N,31W,370.8,231.8,102.7
2348/5/14,18S,62W,298,179.7,-
2348/11/7,16N,26W,347.2,183,-
2349/4/4,7S,173W,162.7,-,-
2349/5/3,15S,46E,186.8,-,-
2349/9/27,3N,148E,101.4,-,-
2349/10/27,11N,53W,203.8,-,-
2350/3/24,2S,39E,320.9,165.1,-
2350/9/17,2S,41W,288.1,154.3,-
2351/3/14,3N,3E,376.3,234.8,105.1
2351/9/6,6S,70E,317.7,211.4,99.1
2352/3/1,8N,12E,333.1,161.1,-
2352/8/26,11S,167W,286.8,143.1,-
2353/1/20,19N,157E,128,-,-
2353/2/19,13N,46W,171.7,-,-
2353/7/17,20S,138W,244.7,-,-
2354/1/10,21N,49W,283.2,147,-
2354/7/6,22S,158W,361.2,214,36.7
2354/12/30,23N,75E,322.5,211.4,97.5
2355/6/25,24S,173E,352.7,216.4,68
2355/12/20,24N,121W,312.4,170.6,-
2356/5/15,18S,180E,80.3,-,-
2356/6/13,24S,46E,241.4,-,-
2356/12/8,24N,141E,176,-,-
2357/5/5,15S,64W,275.9,140.9,-
2357/10/28,13N,50E,307.4,96.8,-
2358/4/24,13S,53E,326.7,214.8,99.5
2358/10/18,9N,5W,350.7,222.9,97.2
2359/4/14,10S,121W,312.4,159.6,-
2359/10/7,6N,170W,304.7,177.3,-
2360/3/3,8N,84E,124.5,-,-
2360/4/2,6S,175E,130.4,-,-
2360/8/27,11S,69E,180.3,-,-
2360/9/26,2N,49W,183.7,-,-
2361/2/20,11N,84E,318.7,138.7,-
2361/8/17,14S,154W,312.1,181.2,-
2362/2/10,15N,5W,343.5,220.5,100.3
2362/8/6,16S,74E,357.5,225.7,94.9
2363/1/30,17N,165E,296.4,167.9,-
2363/7/26,19S,41E,294.5,45.8,-
2363/12/21,25N,91E,133.8,-,-
2364/1/20,19N,71W,183.4,-,-
2364/6/15,24S,145W,260.4,-,-
2364/12/10,24N,82W,301.8,137.4,-
2365/6/4,23S,59E,326.5,210.5,84.9
2365/11/29,22N,148W,371.8,231.6,101.7
2366/5/25,20S,178W,302,186.9,3.9
2366/11/18,19N,141W,350,188,-
2367/4/15,11S,66E,145.6,-,-
2367/5/15,18S,70W,201.5,-,-
2367/10/8,7N,32E,65.4,-,-
2367/11/7,15N,170W,213.8,-,-
2368/4/4,6S,77W,317.3,156.6,-
2368/9/27,3N,160W,282.1,143.5,-
2369/3/24,1S,111W,376.4,235.1,105.4
2369/9/17,2S,48W,318.1,211.3,98.8
2370/3/13,4N,104W,335.2,167.6,-
2370/9/6,7S,80E,295,156.7,-
2371/1/31,16N,29E,126.3,-,-
2371/3/2,9N,169W,178,-,-
2371/7/28,18S,123E,221.7,-,-
2371/8/27,12S,73W,89.7,-,-
2372/1/21,19N,180E,282.4,146.2,-
2372/7/16,21S,106E,354.5,202.8,-
2373/1/10,22N,56W,323,211.6,97.4
2373/7/5,23S,73E,355.1,222.1,85.7
2373/12/30,24N,112E,314,171.5,-
2374/6/25,24S,61W,255.3,26.9,-
2374/12/19,25N,21E,180.5,-,-
2375/5/16,18S,179E,268.7,126.9,-
2375/11/9,16N,64W,301.8,77.6,-
2376/5/5,16S,64W,326.9,214.4,97.8
2376/10/28,13N,122W,348.7,220.9,93.7
2377/4/24,14S,125E,318.5,169.8,-
2377/10/17,10N,69E,307.4,182.7,-
2378/3/15,4N,31W,102.5,-,-
2378/4/13,10S,65E,154.9,-,-
2378/9/8,7S,47W,160.9,-,-
2378/10/7,7N,170W,196.5,-,-
2379/3/4,7N,35W,314.8,132.8,-
2379/8/28,10S,95E,307.1,170.1,-
2380/2/21,11N,131W,341.9,219.9,99.9
2380/8/17,13S,29W,360.8,229.1,101.5
2381/2/9,14N,34E,296.6,169.4,-
2381/8/6,16S,56W,309.5,104.5,-
2382/1/1,24N,39W,130.5,-,-
2382/1/30,16N,157E,185,-,-
2382/6/26,24S,113E,242.3,-,-
2382/12/21,24N,153E,301.8,134.4,-
2383/6/16,24S,50W,322.2,205.5,73
2383/12/10,23N,93E,372.6,231.5,100.8
2384/6/4,22S,68E,305.7,193.6,50.8
2384/11/28,21N,103E,351.9,191.5,-
2385/4/26,15S,51W,121.8,-,-
2385/5/25,20S,175E,216.1,-,-
2385/11/17,18N,71E,221.3,-,-
2386/4/15,11S,169E,312.6,145.3,-
2386/10/8,7N,79E,276.4,132.5,-
2387/4/4,6S,138E,376.2,235,104.9
2387/9/28,2N,167W,318.1,210.7,97.3
2388/3/23,1S,141E,337.6,174.8,-
2388/9/17,3S,35W,302.2,167.5,-
2389/2/11,13N,99W,122.9,-,-
2389/3/12,4N,68E,185.8,-,-
2389/8/7,15S,23E,194.9,-,-
2389/9/6,8S,179W,133.3,-,-
2390/1/31,17N,48E,281.5,145.1,-
2390/7/27,18S,10E,346.7,188.9,-
2391/1/21,20N,173E,323.6,211.8,97.3
2391/7/17,21S,27W,356.4,225.9,96.3
2392/1/11,23N,15W,315.6,172.4,-
2392/7/5,24S,168W,267.6,88.7,-
2392/12/30,24N,100W,183.8,-,-
2393/5/26,20S,64E,260.2,108,-
2393/11/19,19N,179W,297,57.5,-
2394/5/16,19S,179W,326.6,213.3,94.3
2394/11/8,16N,118E,346.8,218.9,90.3
2395/5/5,17S,14E,325,180.5,-
2395/10/29,14N,54W,309.4,186.6,-
2396/3/25,1S,144W,65.1,-,-
2396/4/24,14S,43W,179.1,-,-
2396/9/18,3S,164W,139.6,-,-
2396/10/17,11N,67E,206.6,-,-
2397/3/14,3N,153W,310,124.6,-
2397/9/8,6S,16W,301.7,157.4,-
2398/3/3,7N,104E,340.2,219.1,99.2
2398/8/28,10S,132W,363.3,230.9,104.6
2399/2/21,10N,96W,297,171.1,-
2399/8/17,13S,154W,322.3,137.2,-
2400/1/12,23N,169W,127.8,-,-
2400/2/10,13N,26E,187,-,-
2400/7/6,24S,11E,221.8,-,-
2400/8/5,15S,175W,82.8,-,-
2400/12/31,24N,29E,301.9,132,-
2401/6/26,24S,160W,317.2,199.2,54.6
2401/12/21,24N,25W,373.3,231.4,99.9
2402/6/16,23S,44W,309.1,199.2,69.4
2402/12/10,22N,14W,353.2,194.1,-
2403/5/7,18S,167W,85,-,-
2403/6/5,21S,63E,230.4,-,-
2403/11/29,20N,50W,226.6,-,-
2404/4/25,14S,58E,306.1,129.2,-
2404/10/19,11N,43W,271.4,122.2,-
2405/4/14,10S,29E,375.5,234.3,103
2405/10/8,6N,71E,318.1,209.7,95.1
2406/4/3,5S,28E,340.4,182.5,-
2406/9/28,2N,151W,308.4,176.2,-
2407/2/22,9N,133E,117.6,-,-
2407/3/24,0S,53W,194.8,-,-
2407/8/19,12S,77W,162.1,-,-
2407/9/17,3S,73E,163.4,-,-
2408/2/12,13N,83W,280.2,143.5,-
2408/8/7,16S,87W,337.6,171.8,-
2409/1/31,17N,42E,324.2,212,97.3
2409/7/27,19S,128W,356.7,227.9,102.2
2410/1/21,20N,142W,317,173.2,-
2410/7/16,22S,85E,278.2,119.7,-
2411/1/10,23N,139E,186.2,-,-
2411/6/7,22S,50W,250,80.8,-
2411/7/6,24S,150W,14,-,-
2411/11/30,21N,64E,293.1,34.9,-
2412/5/26,21S,68E,325.8,211.1,88.2
2412/11/19,19N,3W,345,217.1,87.1
2413/5/16,20S,95W,331.5,190.5,-
2413/11/8,17N,179W,310.7,189.5,-
2414/5/5,17S,148W,202.2,-,-
2414/9/29,1N,77E,115.8,-,-
2414/10/29,14N,57W,214.7,-,-
2415/3/25,1S,91E,304,113.1,-
2415/9/19,2S,129W,296.1,143.2,-
2416/3/14,3N,20W,338.3,218.2,98.1
2416/9/7,6S,124E,364.9,231.5,104.9
2417/3/3,6N,135E,297.8,173.7,-
2417/8/27,9S,107E,333,160.1,-
2418/1/22,21N,61E,124.3,-,-
2418/2/21,9N,104W,190,-,-
2418/7/18,22S,92W,198.1,-,-
2418/8/16,12S,84E,140,-,-
2419/1/12,22N,97W,302.2,129.9,-
2419/7/7,23S,92E,311.4,191.3,8.6
2420/1/1,23N,145W,374,231.4,99.2
2420/6/26,23S,156W,311.9,203.9,82
2420/12/20,23N,132W,353.9,195.9,-
2421/6/16,22S,48W,244,7.3,-
2421/12/9,22N,172W,230.3,-,-
2422/5/7,18S,51W,298.1,106.8,-
2422/10/30,15N,167W,266.9,112.2,-
2423/4/26,14S,77W,374.3,232.8,99.1
2423/10/20,10N,51W,317.9,208.6,92.3
2424/4/14,9S,83W,343.5,190.6,-
2424/10/8,6N,91E,313.7,183,-
2425/3/5,5N,6E,109.5,-,-
2425/4/3,4S,172W,204.7,-,-
2425/8/29,8S,179W,120.4,-,-
2425/9/28,1N,36W,186.2,-,-
2426/2/22,9N,146E,278.5,140.9,-
2426/8/18,12S,174E,327.5,151.4,-
2427/2/12,14N,89W,324.7,212.2,97.1
2427/8/7,16S,129E,356,228.3,104.4
2428/2/1,18N,91E,318.6,174.4,-
2428/7/27,20S,24W,287.2,141.5,-
2429/1/20,21N,18E,189.1,-,-
2429/6/17,22S,162W,238.3,27.8,-
2429/7/16,23S,99E,96.5,-,-
2429/12/11,22N,55W,290.1,-,-
2430/6/7,22S,43W,324.3,207.7,78.4
2430/11/30,21N,126W,343.3,215.5,84.6
2431/5/27,22S,159E,338,200.2,-
2431/11/19,20N,55E,311.6,191.4,29.6
2432/5/15,20S,110E,224.6,-,-
2432/10/10,6N,44W,88.8,-,-
2432/11/8,18N,177E,220.8,-,-
2433/4/5,5S,23W,296.8,97.3,-
2433/9/29,2N,117E,290.4,127.2,-
2434/3/25,2S,142W,336.3,217,96.4
2434/9/18,2S,18E,365.8,230.9,102.8
2435/3/14,2N,7E,298.9,176.7,-
2435/9/7,5S,6E,341.9,177.3,-
2436/2/3,18N,68W,119.9,-,-
2436/3/3,5N,126E,194,-,-
2436/7/28,20S,165E,171.1,-,-
2436/8/27,9S,20W,175.7,-,-
2437/1/22,20N,139E,302.2,127.3,-
2437/7/18,21S,18W,305,182,-
2438/1/11,22N,95E,374.5,231.3,98.5
2438/7/7,22S,92E,314.2,207.5,90.5
2438/12/31,23N,109E,354.4,197.3,-
2439/6/27,22S,158W,256.9,78.1,-
2439/12/20,22N,64E,232.7,-,-
2440/5/17,20S,156W,287.8,69.8,-
2440/11/9,18N,67E,263.2,103.7,-
2441/5/6,17S,179E,372.3,230,92.2
2441/10/30,14N,176W,317.8,207.4,89.3
2442/4/25,13S,168E,346.6,198.5,-
2442/10/20,10N,28W,318.3,188.4,-
2443/3/16,0N,119W,96.7,-,-
2443/4/14,8S,71E,215.7,-,-
2443/9/9,4S,78E,51.7,-,-
2443/10/9,5N,147W,204.3,-,-
2444/3/4,5N,17E,276.3,137.3,-
2444/8/28,8S,74E,316.7,126.5,-
2445/2/22,10N,141E,325.2,212.4,96.7
2445/8/17,13S,25E,354.5,227.3,103.3
2446/2/12,14N,35W,320.3,175.9,-
2446/8/7,17S,133W,294.9,158.2,-
2447/2/1,18N,103W,191.8,-,-
2447/6/28,22S,86E,224.6,-,-
2447/7/28,20S,13W,134,-,-
2447/12/22,22N,174W,287.7,-,-
2448/6/17,23S,152W,322,202.8,62.6
2448/12/10,23N,110E,341.7,214.2,82.6
2449/6/6,23S,55E,344,208.7,48.3
2449/11/30,22N,73W,312.1,192.8,39.5
2450/5/26,22S,10E,245.5,-,-
2450/10/21,9N,166W,53.5,-,-
2450/11/19,21N,49E,225.6,-,-
2451/4/16,9S,135W,287.9,72.7,-
2451/10/11,6N,1E,284.9,109.8,-
2452/4/4,6S,97E,333.9,215.3,93.7
2452/9/29,3N,90W,366.2,229.6,98.7
2453/3/25,3S,119W,300.5,180.5,-
2453/9/18,1S,97W,349,190.2,-
2454/2/13,14N,162E,113.4,-,-
2454/3/15,1N,1W,199.3,-,-
2454/8/8,17S,60E,138.2,-,-
2454/9/7,5S,125W,202.2,-,-
2455/2/2,17N,14E,302,124.4,-
2455/7/29,19S,127W,297.7,170.9,-
2456/1/23,20N,25W,374.9,231.3,97.9
2456/7/18,21S,19W,315.9,210,96.1
2457/1/11,21N,11W,354.5,198.3,-
2457/7/7,22S,93E,268.8,109.1,-
2457/12/31,22N,60W,234.3,-,-
2458/5/28,23S,100E,275.2,-,-
2458/11/21,21N,60W,260.2,96.1,-
2459/5/17,20S,77E,369.4,225.7,80.8
2459/11/10,18N,59E,317.7,206.3,86.3
2460/5/5,16S,61E,349.6,206,-
2460/10/30,14N,148W,322.2,192.7,-
2461/3/26,4S,117E,77.1,-,-
2461/4/25,12S,45W,227,-,-
2461/10/19,9N,100E,218.6,-,-
2462/3/16,1N,112W,273.3,132.2,-
2462/9/9,4S,28W,305.3,94.9,-
